SEQ COD;DATA;BP;CLIENTE;UF;MUNICIPIO;NF;CÓDIGO;PRODUTO;QTD;R$ UN VND;VALOR;LOTE;REP;CANAL;MOTIVO;OBS;TRATATIVA;ANALISTA
4590335714;03/09/2025;35714;STILL INFORMATICA LTDA ME;SP;CAPIVARI;159470.0;910219;APONTADOR DEP E BORR TRIS SODA DP16UN;1.0;128.48;128.48;;M Y YAMAMOTO REPRESENTACAO;UNIDADE;DEFEITO;PROBLEMA NA EMBALAGEM;ABATIMENTO;FABIANA DOS SANTOS CHAVES
4590431594;04/09/2025;31594;BAZAR E PAPELARIA GRAFFITE LTDA;RS;SANTA CRUZ DO SUL;155038.0;614526;GRAMP BAZZE B5308 25F PLAST UN;1.0;6.1;6.1;;MAX BREUEL E CIA LTDA;UNIDADE;DEFEITO;NÃO ESTA GRAMPEANDO;ABATIMENTO;ANDREIA AGUIAR GARCIA GASPARONI
4590431594;04/09/2025;31594;BAZAR E PAPELARIA GRAFFITE LTDA;RS;SANTA CRUZ DO SUL;77995.0;613024;GRAMP BAZZE B5314 40F METAL PTO UN;1.0;17.5;17.5;;MAX BREUEL E CIA LTDA;UNIDADE;DEFEITO;NÃO ESTA GRAMPEANDO;ABATIMENTO;ANDREIA AGUIAR GARCIA GASPARONI
4590471697;04/09/2025;71697;CATARINA SAAD HENRIQUES;SC;SAO JOSE;159870.0;909558;LAPIS PTO CRISTAL MARIE PT 36UN;36.0;46.16;;;SABRI RIBEIRO REPRESENTACOES E COME;UNIDADE;DEFEITO;LAPIS COM EXCESSO DE COLA;ABATIMENTO;GABRIELA SOUZA DOS SANTOS
4590469640;04/09/2025;69640;MAGIC PLACE PAPELARIA LTDA;SP;SAO PAULO;154375.0;906755;BORRACHA TRIS HOLIC MORANGO DP 24UN;6.0;96.06;576.36;;JYL REPRESENTACOES LTDA ME;UNIDADE;DEFEITO;SEM CHEIRO;DEVOLUÇÃO;FABIANA DOS SANTOS CHAVES
4590477282;04/09/2025;77282;TRICOTAR AVIAMENTOS LAS E LINHAS LTDA;RS;NOVO HAMBURGO;139359.0;905093;CANETA GEL TRIS RAINBOW 1.0 DP 24UN;5.0;4.74;23.700.000.000.000.000;;MAX BREUEL E CIA LTDA;UNIDADE;DEFEITO;CANETAS COM VAZAMENTO;ABATIMENTO;ANDREIA AGUIAR GARCIA GASPARONI
4590582027;05/09/2025;82027;SALAO NOVO BATEL LTDA;PR;CURITIBA;152178.0;906755;BORRACHA TRIS HOLIC MORANGO DP 24UN;13.0;4.113.333.333.333.330;5.347.333.333.333.330;;ETK REPRESENTACOES COMERCIAIS LTDA;UNIDADE;DEFEITO;SEM CHEIRO;ABATIMENTO;GABRIELA SOUZA DOS SANTOS
4590570970;05/09/2025;70970;DISTRIBUIDORA ROQUE LTDA;CE;CRATO;;607221;HIDROCOR PF TRIS METALICA 6COR CJTO;10.0;16.16;161.6;;PAUTA REPRESENTACOES LTDA;UNIDADE;DEFEITO;FALHA NA ESCRITA;DEVOLUÇÃO;ADRIANO FALCAO SARMENTO
4590570970;05/09/2025;70970;DISTRIBUIDORA ROQUE LTDA;CE;CRATO;;603261;LAPIS PTO COLLECTION FRUITS POTE72UN;5.0;14.62;73.1;;PAUTA REPRESENTACOES LTDA;UNIDADE;DEFEITO;FALHA NA ESCRITA;DEVOLUÇÃO;ADRIANO FALCAO SARMENTO
4590570970;05/09/2025;70970;DISTRIBUIDORA ROQUE LTDA;CE;CRATO;;686448;GIZ RETRATIL FRUITS 8 CORES CJTO;6.0;15.39;92.34;;PAUTA REPRESENTACOES LTDA;UNIDADE;DEFEITO;DERRETIMENTO;DEVOLUÇÃO;ADRIANO FALCAO SARMENTO
