SEQ COD;DATA;BP;CLIENTE;UF;MUNICIPIO;NF;CÓDIGO;PRODUTO;QTD;R$ UN VND;VALOR;LOTE;REP;CANAL;MOTIVO;OBS;TRATATIVA;ANALISTA
4591874100;18/09/2025;74100;ELOIM JOSE BRIAO LOPES JUNIOR;PR;PARANAGUA;140070;904706;AQUARELA BAZZE 12 CORES CJTO; 3,00 ; 4,74 ; 14,22 ;;ETK REPRESENTACOES COMERCIAIS LTDA;UNIDADE;DEFEITO;DERRETIMENTO;ABATIMENTO;GABRIELA SOUZA DOS SANTOS
4591870248;18/09/2025;70248;MHS COMERCIAL DE UTILIDADESDOMESTICA LTDA;PR;CURITIBA;160738;910745;COPO PLASTICO TRIS HOLIC SHAKE CX 1UN; 3,00 ; 18,98 ; 56,94 ;;ETK REPRESENTACOES COMERCIAIS LTDA;UNIDADE;DEFEITO;PRODUTO TRINCADO;ABATIMENTO;GABRIELA SOUZA DOS SANTOS
4591867482;18/09/2025;67482;PAPEL INFOR LTDA;MG;SAO FRANCISCO;124095;904706;AQUARELA BAZZE 12 CORES CJTO; 26,00 ; 5,35 ; 138,89 ;;TALENT REPRESENTACOES LTDA;UNIDADE;DEFEITO;DERRETIMENTO;SEM RETORNO;ADRIANO FALCAO SARMENTO
4591973074;19/09/2025;73074;PENSEI PRESENTES E PAPELARIA CRIATIVA LTDA;SP;INDAIATUBA;161329;910691;BORRACHA TRIS HOLIC PULSEIRA DP12UN; 1,00 ; 131,40 ; 131,40 ;;M Y YAMAMOTO REPRESENTACAO;UNIDADE;DEFEITO;BORRACHA MANCHANDO O PAPEL;SEM RETORNO;FABIANA DOS SANTOS CHAVES
4591980261;19/09/2025;80261;MICHAEL GOMES MARTINS DE SOUZA;PB;LAGOA SECA;128278;904706;AQUARELA BAZZE 12 CORES CJTO; 28,00 ; 3,78 ; 105,84 ;;A E G REPRESENTACOES LTDA;UNIDADE;DEFEITO;DERRETIMENTO;ABATIMENTO;ADRIANO FALCAO SARMENTO
4592259998;22/09/2025;59998;MODERNA PAPELARIA E MOVEIS PARAESCRITORIO EIRELI;SP;CRUZEIRO;127904;901217;CANETA ESF TRIS SLIDE FANCY 1.0 PT 50UN; 20,00 ; 56,52 ;;;REPRESENTACOES J C LEMOS LTDA;UNIDADE;DEFEITO;FALHA NA ESCRITA;ABATIMENTO;FABIANA DOS SANTOS CHAVES
4592273975;22/09/2025;73975;A Z CIUPKA TRES ESTRELAS PAPELARIA E BRINQUEDOS;SC;PAPANDUVA;159637;685496;FITA CORR TRIS T012 12 METROS CART 1 UN; 36,00 ; 8,54 ;;;SABRI RIBEIRO REPRESENTACOES E COME;CARTELA;MOFADO;CARTELAS COM MOFO;DEVOLUÇÃO;GABRIELA SOUZA DOS SANTOS
4592473953;24/09/2025;73953;PAPELARIA E BRINQUEDOS FANTASIA LTDA;PR;CURITIBA;146146;905093;CANETA GEL TRIS RAINBOW 1.0 DP 24UN; 8,00 ; 3,84 ; 30,75 ;;ETK REPRESENTACOES COMERCIAIS LTDA;UNIDADE;DEFEITO;CANETAS SECAS;ABATIMENTO;GABRIELA SOUZA DOS SANTOS
4592473953;24/09/2025;73953;PAPELARIA E BRINQUEDOS FANTASIA LTDA;PR;CURITIBA;89356;683263;CANETA GEL TRIS INKFINITY METPAST DP50UN; 16,00 ; 2,52 ; 40,30 ;;ETK REPRESENTACOES COMERCIAIS LTDA;UNIDADE;DEFEITO;CANETAS SECAS;ABATIMENTO;GABRIELA SOUZA DOS SANTOS
4592526948;25/09/2025;26948;EMBALAGENS TRES IRMAOS LTDA;SC;BLUMENAU;131962;904706;AQUARELA BAZZE 12 CORES CJTO; 9,00 ; 4,64 ;;;SABRI RIBEIRO REPRESENTACOES E COME;UNIDADE;DEFEITO;DERRETIMENTO;ABATIMENTO;GABRIELA SOUZA DOS SANTOS
4592574939;25/09/2025;74939;PAPELARIA GRADIM 2093 LTDA;RJ;SAO GONCALO;141968;905093;CANETA GEL TRIS RAINBOW 1.0 DP 24UN; 3,00 ; 89,77 ; 269,31 ;;JJM REPRESENTACOES LTDA;DISPLAY;DEFEITO;CANETAS COM VAZAMENTO;SEM RETORNO;ANDREIA AGUIAR GARCIA GASPARONI
4592533390;25/09/2025;33390;PAPELARIA MEIA PRAIA COMERCIO E REPRESENTACOES LTDA ME;SC;ITAPEMA;158747;904706;AQUARELA BAZZE 12 CORES CJTO; 4,00 ; 5,12 ;;;SABRI RIBEIRO REPRESENTACOES E COME;UNIDADE;DEFEITO;DERRETIMENTO;SEM RETORNO;GABRIELA SOUZA DOS SANTOS
4592567588;25/09/2025;67588;SILVEIRA COMERCIO DE PAPEL BRINQUEDOS E MATERIAL DE ESPORTES LTDA;SC;PALHOCA;123264;904706;AQUARELA BAZZE 12 CORES CJTO; 4,00 ; 4,66 ;;;SABRI RIBEIRO REPRESENTACOES E COME;UNIDADE;DEFEITO;DERRETIMENTO;ABATIMENTO;GABRIELA SOUZA DOS SANTOS
4592627501;26/09/2025;27501;VOGEL E CIA LTDA EPP;PR;UNIAO DA VITORIA;128551;904706;AQUARELA BAZZE 12 CORES CJTO; 14,00 ; 4,49 ; 62,80 ;;ETK REPRESENTACOES COMERCIAIS LTDA;UNIDADE;DEFEITO;DERRETIMENTO;ABATIMENTO;GABRIELA SOUZA DOS SANTOS
4592670459;26/09/2025;70459;SANPEN PAPELARIA E VARIEDADES E COMMERCE LTDA;SP;SAO PAULO;115495;900067;CARBONO FILME BAZZE A4 AZ CX 100 FLS; 15,00 ; 38,69 ; 580,28 ;;XAVIER REPRESENTACOES S C LTDA;CAIXA;DEFEITO;FALHA NO PONTO DA MARCA D'AGUA;DEVOLUÇÃO;ADRIANO FALCAO SARMENTO
4592931109;29/09/2025;31109;MARIA DO CARMO SANTOS PEREIRA PAPELME;PB;JOAO PESSOA;125003;904706;AQUARELA BAZZE 12 CORES CJTO; 4,00 ; 4,37 ; 17,48 ;;A E G REPRESENTACOES LTDA;UNIDADE;DEFEITO;DERRETIMENTO;ABATIMENTO;ADRIANO FALCAO SARMENTO
4592972395;29/09/2025;72395;LMZ COMERCIO DE ARTIGOS PARA ESCRITORIO LTDA;MS;CAMPO GRANDE;156819;613000;GRAMP BAZZE B5945M 25F METAL UN; 1,00 ; 6,42 ; 6,42 ;;REALSI REPRESENTACOES LTDA;UNIDADE;DEFEITO;NÃO ESTA GRAMPEANDO;DEVOLUÇÃO;ANDREIA AGUIAR GARCIA GASPARONI
4592972395;29/09/2025;72395;LMZ COMERCIO DE ARTIGOS PARA ESCRITORIO LTDA;MS;CAMPO GRANDE;156819;613024;GRAMP BAZZE B5314 40F METAL PTO UN; 1,00 ; 14,86 ; 14,86 ;;REALSI REPRESENTACOES LTDA;UNIDADE;DEFEITO;NÃO ESTA GRAMPEANDO;DEVOLUÇÃO;ANDREIA AGUIAR GARCIA GASPARONI
4592972395;29/09/2025;72395;LMZ COMERCIO DE ARTIGOS PARA ESCRITORIO LTDA;MS;CAMPO GRANDE;155509;904645;GRAMP BAZZE HEAVY DUTY B5100 100F MET UN; 1,00 ; 35,85 ; 35,85 ;;REALSI REPRESENTACOES LTDA;UNIDADE;DEFEITO;NÃO ESTA GRAMPEANDO;DEVOLUÇÃO;ANDREIA AGUIAR GARCIA GASPARONI
4592972395;29/09/2025;72395;LMZ COMERCIO DE ARTIGOS PARA ESCRITORIO LTDA;MS;CAMPO GRANDE;162020;618647;CALCULADORA MESA BAZZE B3562 CX 1UN; 1,00 ; 11,94 ; 11,94 ;;REALSI REPRESENTACOES LTDA;UNIDADE;DEFEITO;NÃO LIGA;DEVOLUÇÃO;ANDREIA AGUIAR GARCIA GASPARONI
4592927703;29/09/2025;27703;M R NEGRAO PAPELARIA EPP;SP;AVARE;156618;678252;LAPIS COR MEGA SOFTCOLOR 24COR CJTO; 1,00 ; 13,08 ; 13,08 ;;PINHEIRO REPRESENTACOES COMERCIAIS;UNIDADE;DEFEITO;LAPIS QUEBRADOS;ABATIMENTO;GABRIELA SOUZA DOS SANTOS
4592927703;29/09/2025;27703;M R NEGRAO PAPELARIA EPP;SP;AVARE;148939;901057;BINDER CLIPS TECIDO TRIS HOLIC CART 4UN; 3,00 ; 5,48 ; 16,44 ;;PINHEIRO REPRESENTACOES COMERCIAIS;UNIDADE;DEFEITO;FERRUGEM NOS PRENDEDORES;ABATIMENTO;GABRIELA SOUZA DOS SANTOS
4593035197;30/09/2025;35197;LOJA CRISTIANTEX LTDA;SP;SANTA BARBARA D OESTE;163001;910585;BORRACHA TRIS HOLIC SUCO DP 24UN; 8,00 ; 3,65 ; 29,20 ;;M Y YAMAMOTO REPRESENTACAO;UNIDADE;DEFEITO;TAMPA DEFORMADA;ABATIMENTO;FABIANA DOS SANTOS CHAVES
4566759917;10/01/2025;59917;I G MACHADO DE OLIVEIRA ME;RS;RIO GRANDE;130251;904706;AQUARELA BAZZE 12 CORES CJTO; 6,00 ; 4,61 ; 27,66 ;;MAX BREUEL E CIA LTDA;UNIDADE;DEFEITO;DERRETIMENTO;ABATIMENTO;ANDREIA AGUIAR GARCIA GASPARONI
4567379413;16/01/2025;79413;ATACADO DO THOR UTILIDADES LTDA;ES;VILA VELHA;123256;904706;AQUARELA BAZZE 12 CORES CJTO; 173,00 ; 3,76 ; 650,83 ;;ISAMAR REPRESENTACOES COMERCIAIS LT;UNIDADE;DEFEITO;DERRETIMENTO;DEVOLUÇÃO;ANDREIA AGUIAR GARCIA GASPARONI
4567767789;20/01/2025;67789;DONATO MUCIO E SOUZA LTDA;PR;MARINGA;124334;904706;AQUARELA BAZZE 12 CORES CJTO; 26,00 ; 3,61 ; 93,89 ;;NILO FARIA REPRESENTACOES COMERCIAI;UNIDADE;DEFEITO;DERRETIMENTO;DEVOLUÇÃO;ANDREIA AGUIAR GARCIA GASPARONI
4565976648;02/01/2025;76648;CAROLINE DA SILVA RAMOS;RJ;CABO FRIO;135731;904706;AQUARELA BAZZE 12 CORES CJTO; 6,00 ; 4,74 ; 28,41 ;;WALEX SERVICOS EMPRESARIAIS EIRELI;;;;SEM RETORNO;ANDREIA AGUIAR GARCIA GASPARONI
4565976648;02/01/2025;76648;CAROLINE DA SILVA RAMOS;RJ;CABO FRIO;135731;613031;GRAMP BAZZE B5315 50F METAL UN; 2,00 ; 19,75 ; 39,49 ;;WALEX SERVICOS EMPRESARIAIS EIRELI;;;;SEM RETORNO;ANDREIA AGUIAR GARCIA GASPARONI
4567860564;21/01/2025;60564;CIPRIANI PAPEIS LTDA;SC;RIO DOS CEDROS;130430;904706;AQUARELA BAZZE 12 CORES CJTO; 9,00 ; 4,84 ; 43,53 ;;SABRI RIBEIRO REPRESENTACOES E COME;UNIDADE;DEFEITO;DERRETIMENTO;DEVOLUÇÃO;GABRIELA SOUZA DOS SANTOS
4568182450;24/01/2025;82450;SUPERMAIS DISTRIBUIDORA LTDA;RR;BOA VISTA;140445;904706;AQUARELA BAZZE 12 CORES CJTO; 10,00 ; 4,11 ; 41,07 ;;C O LOUZADA ME;UNIDADE;DEFEITO;DERRETIMENTO;SEM RETORNO;FABIANA DOS SANTOS CHAVES
4568133824;24/01/2025;33824;INTERLIG PAPELARIA E INFORMATICA LTDA;PR;CURITIBA;124730;904706;AQUARELA BAZZE 12 CORES CJTO; 87,00 ; 4,34 ; 377,22 ;;ETK REPRESENTACOES COMERCIAIS LTDA;UNIDADE;DEFEITO;DERRETIMENTO;SEM RETORNO;GABRIELA SOUZA DOS SANTOS
4566335293;06/01/2025;35293;PAPEETE COMERCIO LTDA EPP;PR;PARANAGUA;129755;904706;AQUARELA BAZZE 12 CORES CJTO; 11,00 ; 4,61 ; 50,71 ;;ETK REPRESENTACOES COMERCIAIS LTDA;UNIDADE;DEFEITO;DERRETIMENTO;ABATIMENTO;GABRIELA SOUZA DOS SANTOS
4568771242;30/01/2025;71242;A2 VARIEDADES LTDA;BA;SALVADOR;125291;904706;AQUARELA BAZZE 12 CORES CJTO; 29,00 ; 4,71 ; 136,59 ;;CRISTIANE RODEIRO SCHLEU;UNIDADE;DEFEITO;DERRETIMENTO;DEVOLUÇÃO;ANDREIA AGUIAR GARCIA GASPARONI
4567771869;20/01/2025;71869;ARTLIONS FESTAS E DECORACOES LTDA;SP;TABOAO DA SERRA;139376;904706;AQUARELA BAZZE 12 CORES CJTO; 9,00 ; 4,49 ; 40,37 ;;JACSON BOMFIM DOS SANTOS BARBOSA;UNIDADE;DEFEITO;DERRETIMENTO;ABATIMENTO;FABIANA DOS SANTOS CHAVES
4568164086;24/01/2025;64086;LOJA UM E NOVENTA E CINCO LTDA EPP;SC;GUARAMIRIM;;904706;AQUARELA BAZZE 12 CORES CJTO; 70,00 ; 4,85 ; 339,50 ;;SABRI RIBEIRO REPRESENTACOES E COME;UNIDADE;DEFEITO;DERRETIMENTO;ABATIMENTO;GABRIELA SOUZA DOS SANTOS
4567374543;16/01/2025;74543;TRS ARRUDA LTDA;SP;BERTIOGA;138819;904706;AQUARELA BAZZE 12 CORES CJTO; 24,00 ; 4,78 ; 114,72 ;;BRASILIA E SANTOS REP COM DE ARTIGO;UNIDADE;DEFEITO;DERRETIMENTO;ABATIMENTO;ADRIANO FALCAO SARMENTO
4567663057;19/01/2025;63057;ELIANE VIEIRA LOPES DOS SANTOS ME;SP;SANTOS;132255;904706;AQUARELA BAZZE 12 CORES CJTO; 12,00 ; 4,78 ; 57,36 ;;BRASILIA E SANTOS REP COM DE ARTIGO;UNIDADE;DEFEITO;DERRETIMENTO;ABATIMENTO;ADRIANO FALCAO SARMENTO
4567680363;19/01/2025;80363;ESKINAO - UTLIDADES, MOVEIS E DECORLTDA;SP;GUARUJA;130082;904706;AQUARELA BAZZE 12 CORES CJTO; 24,00 ; 4,78 ; 114,72 ;;BRASILIA E SANTOS REP COM DE ARTIGO;UNIDADE;DEFEITO;DERRETIMENTO;ABATIMENTO;ADRIANO FALCAO SARMENTO
4567860414;21/01/2025;60414;MARIA CRISTINA DE JESUS QUELHAS RIBME;SP;SANTOS;141402;904706;AQUARELA BAZZE 12 CORES CJTO; 6,00 ; 4,78 ; 28,68 ;;BRASILIA E SANTOS REP COM DE ARTIGO;UNIDADE;DEFEITO;DERRETIMENTO;ABATIMENTO;ADRIANO FALCAO SARMENTO
4568867200;31/01/2025;67200;P V J SANTOS COMERCIO EIRELI ME;SP;BERTIOGA;;904706;AQUARELA BAZZE 12 CORES CJTO; 24,00 ; 4,78 ; 114,72 ;;BRASILIA E SANTOS REP COM DE ARTIGO;UNIDADE;DEFEITO;DERRETIMENTO;ABATIMENTO;ADRIANO FALCAO SARMENTO
4568132414;24/01/2025;32414;MARIA HELENA TRESSMANN MUTZ;ES;SERRA;126973;904706;AQUARELA BAZZE 12 CORES CJTO; 3,00 ; 5,03 ; 15,09 ;;ISAMAR REPRESENTACOES COMERCIAIS LT;UNIDADE;DEFEITO;DERRETIMENTO;ABATIMENTO;ANDREIA AGUIAR GARCIA GASPARONI
4569931120;11/02/2025;31120;LIVRARIA CULTURAL DA MENTE SANTAMARIENSE LTDA;RS;SANTA MARIA;125808;905130;CANETA ESF TRIS BOO 0.7 10CORES DP15UN; 1,00 ; 15,54 ; 15,54 ;;MAX BREUEL E CIA LTDA;UNIDADE;DEFEITO;NÃO INFORMADO;ABATIMENTO;ANDREIA AGUIAR GARCIA GASPARONI
4569931120;11/02/2025;31120;LIVRARIA CULTURAL DA MENTE SANTAMARIENSE LTDA;RS;SANTA MARIA;125808;904706;AQUARELA BAZZE 12 CORES CJTO; 12,00 ; 4,44 ; 53,28 ;;MAX BREUEL E CIA LTDA;UNIDADE;DEFEITO;DERRETIMENTO;ABATIMENTO;ANDREIA AGUIAR GARCIA GASPARONI
4569931120;11/02/2025;31120;LIVRARIA CULTURAL DA MENTE SANTAMARIENSE LTDA;RS;SANTA MARIA;125808;653402;CANETA ESF BAZZE SIX AZ CX 50UN; 3,00 ; 0,33 ; 0,99 ;;MAX BREUEL E CIA LTDA;UNIDADE;DEFEITO;NÃO INFORMADO;ABATIMENTO;ANDREIA AGUIAR GARCIA GASPARONI
4569931120;11/02/2025;31120;LIVRARIA CULTURAL DA MENTE SANTAMARIENSE LTDA;RS;SANTA MARIA;121283;606002;LAPISEIRA TRIS HOLIC FANCY 0.7MM DP18UN; 1,00 ; 8,01 ; 8,01 ;;MAX BREUEL E CIA LTDA;UNIDADE;DEFEITO;NÃO INFORMADO;ABATIMENTO;ANDREIA AGUIAR GARCIA GASPARONI
4569931120;11/02/2025;31120;LIVRARIA CULTURAL DA MENTE SANTAMARIENSE LTDA;RS;SANTA MARIA;91641;653235;CANETA GEL TRIS INKFINITY PASTEL BCO CX6; 1,00 ; 16,12 ; 16,12 ;;MAX BREUEL E CIA LTDA;UNIDADE;DEFEITO;FALHA NA ESCRITA;ABATIMENTO;ANDREIA AGUIAR GARCIA GASPARONI
4569873637;10/02/2025;73637;CANTINHO DA SIL COMERCIO DE ROUPAS E UTILIDADES LTDA;RS;BENTO GONCALVES;;904706;AQUARELA BAZZE 12 CORES CJTO; 21,00 ;;;;MAX BREUEL E CIA LTDA;UNIDADE;DEFEITO;DERRETIMENTO;BONIFICAÇÃO;ANDREIA AGUIAR GARCIA GASPARONI
4570975638;21/02/2025;75638;PLANET INFORGRAFICA PAPELARIA LTDA;CE;FORTALEZA;133373;904706;AQUARELA BAZZE 12 CORES CJTO; 12,00 ; 4,31 ; 51,68 ;;PAUTA REPRESENTACOES LTDA;UNIDADE;DEFEITO;DERRETIMENTO;ABATIMENTO;ADRIANO FALCAO SARMENTO
4569979413;11/02/2025;79413;ATACADO DO THOR UTILIDADES LTDA;ES;VILA VELHA;123256;904706;AQUARELA BAZZE 12 CORES CJTO; 48,00 ; 3,76 ; 180,58 ;;ISAMAR REPRESENTACOES COMERCIAIS LT;UNIDADE;DEFEITO;DERRETIMENTO;ABATIMENTO;ANDREIA AGUIAR GARCIA GASPARONI
4569180932;03/02/2025;80932;CAMILO WISLEY ROCHA;CE;MARCO;134358;904706;AQUARELA BAZZE 12 CORES CJTO; 2,00 ;; 9,94 ;;PAUTA REPRESENTACOES LTDA;UNIDADE;DEFEITO;DERRETIMENTO;ABATIMENTO;ADRIANO FALCAO SARMENTO
4569183891;03/02/2025;83891;EXCLUSIVA NORTH PRESENTES LTDA;PR;LONDRINA;146658;904706;AQUARELA BAZZE 12 CORES CJTO; 6,00 ; 4,67 ; 28,03 ;;WAGNER GORZIZA DE SOUZA;UNIDADE;DEFEITO;DERRETIMENTO;SEM RETORNO;WAGNER GORZIZA DE SOUZA
4569170986;03/02/2025;70986;BELLA ROSSI COSMETICOS E PRESENTESLTDA;PR;CURITIBA;129627;904706;AQUARELA BAZZE 12 CORES CJTO; 17,00 ; 4,56 ; 77,52 ;;ETK REPRESENTACOES COMERCIAIS LTDA;UNIDADE;DEFEITO;DERRETIMENTO;ABATIMENTO;GABRIELA SOUZA DOS SANTOS
4569176612;03/02/2025;76612;CASA MIX UTILIDADES DOMESTICAS BRINQUEDOS E PAPELARIA LTDA;PR;CURITIBA;123655;904706;AQUARELA BAZZE 12 CORES CJTO; 4,00 ; 4,54 ; 18,15 ;;ETK REPRESENTACOES COMERCIAIS LTDA;UNIDADE;DEFEITO;DERRETIMENTO;ABATIMENTO;GABRIELA SOUZA DOS SANTOS
4569129741;03/02/2025;29741;DISTRIBUIDORA SAO PEDRO LTDA;PR;CURITIBA;142429;904706;AQUARELA BAZZE 12 CORES CJTO; 42,00 ; 3,67 ; 154,12 ;;ETK REPRESENTACOES COMERCIAIS LTDA;UNIDADE;DEFEITO;DERRETIMENTO;SEM RETORNO;GABRIELA SOUZA DOS SANTOS
4569976901;11/02/2025;76901;M C AMORIM LTDA;MA;SAO LUIS;141735;904706;AQUARELA BAZZE 12 CORES CJTO; 10,00 ; 3,86 ; 38,63 ;;MENDES REPRESENTACOES LTDA;UNIDADE;DEFEITO;DERRETIMENTO;ABATIMENTO;FABIANA DOS SANTOS CHAVES
4569877485;10/02/2025;77485;RIO TURY FESTAS E EMBALAGENS LTDA;MA;SAO LUIS;141293;904706;AQUARELA BAZZE 12 CORES CJTO; 36,00 ; 3,86 ; 139,05 ;;MENDES REPRESENTACOES LTDA;UNIDADE;DEFEITO;DERRETIMENTO;ABATIMENTO;FABIANA DOS SANTOS CHAVES
4569877486;10/02/2025;77486;SABRINA FESTAS LTDA;MA;SAO LUIS;142349;904706;AQUARELA BAZZE 12 CORES CJTO; 30,00 ; 3,86 ; 115,88 ;;MENDES REPRESENTACOES LTDA;UNIDADE;DEFEITO;DERRETIMENTO;ABATIMENTO;FABIANA DOS SANTOS CHAVES
4570263273;14/02/2025;63273;ALECRIM DOURADO COMERCIO DE VARIEDADES LTDA ME;SC;JOINVILLE;141141;905093;CANETA GEL TRIS RAINBOW 1.0 DP 24UN;;;;;SABRI RIBEIRO REPRESENTACOES E COME;DISPLAY;DEFEITO;CANETAS COM VAZAMENTO;DEVOLUÇÃO;GABRIELA SOUZA DOS SANTOS
4570263273;14/02/2025;63273;ALECRIM DOURADO COMERCIO DE VARIEDADES LTDA ME;SC;JOINVILLE;127109;904706;AQUARELA BAZZE 12 CORES CJTO; 7,00 ;;;;SABRI RIBEIRO REPRESENTACOES E COME;UNIDADE;DEFEITO;DERRETIMENTO;DEVOLUÇÃO;GABRIELA SOUZA DOS SANTOS
4570263273;14/02/2025;63273;ALECRIM DOURADO COMERCIO DE VARIEDADES LTDA ME;SC;JOINVILLE;101461;653273;CANETA GEL TRIS INKFINITY METAL PRA CX6;;;;;SABRI RIBEIRO REPRESENTACOES E COME;CAIXA;DEFEITO;FALHA NA ESCRITA;DEVOLUÇÃO;GABRIELA SOUZA DOS SANTOS
4570263273;14/02/2025;63273;ALECRIM DOURADO COMERCIO DE VARIEDADES LTDA ME;SC;JOINVILLE;127109;901385;CANETA ESF BAZZE PRISMA 1.0 AZ CX 50UN;;;;;SABRI RIBEIRO REPRESENTACOES E COME;DISPLAY;DEFEITO;FALHA NA ESCRITA;DEVOLUÇÃO;GABRIELA SOUZA DOS SANTOS
4571367354;25/02/2025;67354;MARINHO E TRAPP ARMARINHOS LTDA;SC;JOINVILLE;128938;904706;AQUARELA BAZZE 12 CORES CJTO; 87,00 ;;;;SABRI RIBEIRO REPRESENTACOES E COME;UNIDADE;DEFEITO;DERRETIMENTO;DEVOLUÇÃO;GABRIELA SOUZA DOS SANTOS
4571630394;28/02/2025;30394;TINA MODAS LTDA ME;SC;JOINVILLE;127861;904706;AQUARELA BAZZE 12 CORES CJTO; 12,00 ;;;;SABRI RIBEIRO REPRESENTACOES E COME;UNIDADE;DEFEITO;DERRETIMENTO;ABATIMENTO;GABRIELA SOUZA DOS SANTOS
4571332468;25/02/2025;32468;HOZANA MARIA TEIXEIRA MARQUES LIRA;PB;JOAO PESSOA;123206;904706;AQUARELA BAZZE 12 CORES CJTO; 247,00 ; 3,86 ; 953,42 ;;A E G REPRESENTACOES LTDA;UNIDADE;DEFEITO;DERRETIMENTO;BONIFICAÇÃO;ADRIANO FALCAO SARMENTO
4571332468;25/02/2025;32468;HOZANA MARIA TEIXEIRA MARQUES LIRA;PB;JOAO PESSOA;123206;686998;AQUARELA MEGA ACQUA COLOR 12 CORES EST; 45,00 ;; -   ;;A E G REPRESENTACOES LTDA;UNIDADE;DEFEITO;MOFADA;BONIFICAÇÃO;ADRIANO FALCAO SARMENTO
4570662902;18/02/2025;62902;JZ PAPELARIA LTDA ME;RS;SAPUCAIA DO SUL;;904706;AQUARELA BAZZE 12 CORES CJTO; 24,00 ;;;;MAX BREUEL E CIA LTDA;UNIDADE;DEFEITO;DERRETIMENTO;ABATIMENTO;ANDREIA AGUIAR GARCIA GASPARONI
4570880108;20/02/2025;80108;M M COMERCIO E SERVICOS LTDA;RS;CAXIAS DO SUL;;904706;AQUARELA BAZZE 12 CORES CJTO; 27,00 ; 4,38 ; 118,26 ;;MAX BREUEL E CIA LTDA;UNIDADE;DEFEITO;DERRETIMENTO;ABATIMENTO;ANDREIA AGUIAR GARCIA GASPARONI
4572380182;07/03/2025;80182;MADEIRA PAPELARIA COMERCIO E SERVICLTDA;RO;PORTO VELHO;127705;904706;AQUARELA BAZZE 12 CORES CJTO; 28,00 ; 4,98 ; 139,38 ;;MERCI REPRESENTACOES COMERCIAIS LTD;UNIDADE;DEFEITO;DERRETIMENTO;DEVOLUÇÃO;ADRIANO FALCAO SARMENTO
4574759243;31/03/2025;59243;SODRE DIAS COMERCIO DE BRINQUEDOS LME;BA;SALVADOR;147267;904706;AQUARELA BAZZE 12 CORES CJTO; 34,00 ; 4,78 ; 162,58 ;;CRISTIANE RODEIRO SCHLEU;UNIDADE;DEFEITO;DERRETIMENTO;DEVOLUÇÃO;ANDREIA AGUIAR GARCIA GASPARONI
4574071242;24/03/2025;71242;A2 VARIEDADES LTDA;BA;SALVADOR;125291;904706;AQUARELA BAZZE 12 CORES CJTO; 25,00 ; 4,71 ; 117,75 ;;CRISTIANE RODEIRO SCHLEU;UNIDADE;DEFEITO;DERRETIMENTO;DEVOLUÇÃO;ANDREIA AGUIAR GARCIA GASPARONI
4574029936;24/03/2025;29936;LIVRARIA E PAPELARIA MARIELLE LTDA;SC;TUBARAO;123231;904706;AQUARELA BAZZE 12 CORES CJTO; 5,00 ;;;;SABRI RIBEIRO REPRESENTACOES E COME;UNIDADE;DEFEITO;DERRETIMENTO;ABATIMENTO;GABRIELA SOUZA DOS SANTOS
4574462221;28/03/2025;62221;PINGUIM COMERCIO VAREJISTA LTDA ME;SE;ARACAJU;129995;904706;AQUARELA BAZZE 12 CORES CJTO; 39,00 ;;;;W LIRA REPRESENTACOES EIRELI;UNIDADE;DEFEITO;DERRETIMENTO;DEVOLUÇÃO;ADRIANO FALCAO SARMENTO
4572283538;06/03/2025;83538;EMBARE VARIEDADES LTDA;SP;SANTOS;145769;904706;AQUARELA BAZZE 12 CORES CJTO; 12,00 ; 4,78 ; 57,36 ;;BRASILIA E SANTOS REP COM DE ARTIGO;UNIDADE;DEFEITO;DERRETIMENTO;ABATIMENTO;ADRIANO FALCAO SARMENTO
4572772993;11/03/2025;72993;ACF PAPELARIA LTDA;RJ;NITEROI;126995;904706;AQUARELA BAZZE 12 CORES CJTO; 12,00 ; 4,49 ; 53,88 ;;JJM REPRESENTACOES LTDA;UNIDADE;DEFEITO;DERRETIMENTO;ABATIMENTO;ANDREIA AGUIAR GARCIA GASPARONI
4572772993;11/03/2025;72993;ACF PAPELARIA LTDA;RJ;NITEROI;126995;903938;GRAMP BAZZE B5309 25F PLAST COR DP 6UN; 1,00 ; 6,55 ; 6,55 ;;JJM REPRESENTACOES LTDA;UNIDADE;DEFEITO;NÃO INFORMADO;ABATIMENTO;ANDREIA AGUIAR GARCIA GASPARONI
4573629741;20/03/2025;29741;DISTRIBUIDORA SAO PEDRO LTDA;PR;CURITIBA;142429;904706;AQUARELA BAZZE 12 CORES CJTO; 42,00 ; 3,67 ; 154,12 ;;ETK REPRESENTACOES COMERCIAIS LTDA;UNIDADE;DEFEITO;DERRETIMENTO;DEVOLUÇÃO;GABRIELA SOUZA DOS SANTOS
4573075376;14/03/2025;75376;L C R NEVES PAPELARIA LTDA;PA;MARABA;139063;904706;AQUARELA BAZZE 12 CORES CJTO; 43,00 ; 5,28 ; 227,04 ;;MAIRA BERILDA VIRGINIA FRANCO PINTO;UNIDADE;DEFEITO;DERRETIMENTO;SEM RETORNO;MAIRA BERILDA VIRGINIA FRANCO PINTO
